title,authors,orgs,source,year,volume,issue,pages,keywords,abstract,doi,cited_count,download_count,fund,classification,clc_code,url,uid
氮杂稠环阳离子型近红外探针用于致病菌感染的诊疗研究,植美梁 ; 广东工业大学,,广东工业大学,2025,,,,多重耐药菌 ; 光动力治疗 ; 荧光成像 ; 近红外探针 ; 聚集诱导发光,"致病菌引发的感染性疾病是目前全世界面临的重大公共卫生问题之一。常见致病菌的威胁不但没有被消除,新的致病菌又不断被发现,特别是因抗生素滥用造成的日益严重的细菌耐药问题又进一步给临床感染性疾病的诊疗带来巨大困难。因此,开发新型高效、不易产生耐药性的抗菌体系具有重要的科学研究价值和社会意义。基于近红外（NIR）探针的光动力疗法（PDT）因其非侵入性、低毒副作用、抗菌广谱性、不易产生耐药等优势,已成为当前最有前途的新型致病菌感染治疗方式之一。因此,本论文聚焦于新型氮杂（稠）环阳离子型近红外聚集诱导发光（AIE）探针的开发并探究其在致病菌感染诊疗中的应用研究。我们设计并制备了多种新型氮杂（稠）环阳离子型近红外AIE探针,系统表征其光物理性质与光疗活性,深入分析探针与致病菌的靶向作用并揭示其抗菌机制,具体研究内容如下: （1）本论文基于π桥调控的分子工程,设计并合成了两种具有典型D-π-A结构、含吡啶阳离子的近红外AIE光敏剂TPA-Ph和TPA-Th,将其应用于多重耐药（MDR）致病菌感染的光动力治疗。TPA-Ph和TPA-Th以三苯胺作为强电子给体,氰基和吡啶阳离子作为双电子受体。增强的D-A效...",10.27029/d.cnki.ggdgu.2025.000202,,,国家自然科学基金(21975054)；,,R45,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF5MYPILg84kHM8Wq-j6ZisvIvEAZplUiu7g7aiObbWqIzxaPof6_X5LoZlWLzgIbogjxl864Vs6ZdB8T6qkHNGAVyxp5nOt7bGzEmPGJHXBfA9Pc1M_mLIvPN1Oic9p96n1SYIKgRo-gNKLnVxOdky7ddb6cT_Fem_bYf0n5AUKfLU-enSy8Bcv&uniplatform=NZKPT&language=CHS,baecb62c13d8
王东睿：站在科研与临床的交界面,陈心妍,,今日科技,2025,,,,,<正>从创新文化建构维度来看，从第一代到第二代CAR-T细胞设计的发展启示我们：真正具有变革性的医疗技术创新，必然是建立在对基础科学问题的长期深耕之上，通过多学科知识体系的交叉融合，最终形成‘基础研究—技术转化—临床应用’的全链条创新逻辑。这要求我们科研工作者既要保持对科学本质规律的研究定力，又要具备将前沿技术转化为临床解决方案的系统思维。一束束冷蓝与暖白交织的光线，穿过环状大楼的玻璃幕墙倾泻而下。穹顶处悬浮的银灰色球体装置如细胞般错落层叠，倒映着穿梭其间的科研人员身影。推开五楼雾化玻璃门，王东睿正捧着厚厚一沓文献疾步前行——每周三的临床疑难病例研讨会即将开始，这位生物医学领域的青年科研工作者，,,,,,,R45,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF5MYPILg84kHM8Wq-j6ZisvI9WpR8MikwbUAGIY_dC6kDcUlZlmYmV16Ol65GZ8JTXJ9TMW4dR6XNH_KLp_KU-FFZyzYMYK3iTU22w5zohBgs7m-U0rjCtjOYVUp9gl88ZPIV_ovce4I4zHaNRV9FvCTcFV3u8rVPS5lrIXKRpkVg==&uniplatform=NZKPT&language=CHS,a677492fc03d
不同浓度富血小板血浆体外抑菌作用研究,周亮 ; 赣南医科大学,,赣南医科大学,2025,,,,富血小板血浆 ; 抑菌作用 ; 抑菌试验 ; 抑菌率,"富血小板血浆(platelet-rich plasma,PRP)是将全血通过离心和分离处理后得到的浓缩物,其中富含高浓度的血小板和大量生长因子。PRP中的血小板含量约为正常全血的3至5倍,该制剂通过释放生长因子与趋化因子,在创伤修复与组织再生领域展现独特优势。近年研究发现,PRP及其衍生物不仅具备促进组织修复的生物学特性,还可通过调控宿主免疫应答发挥抑菌效能。这些特性都使得PRP在宿主防御系统中扮演着至关重要的角色,尤其是在促进感染性创面的愈合过程中发挥重要作用。 富血小板凝胶(Platelet-rich gel,PRG)作为PRP的衍生物,是通过凝血酶与钙剂激活PRP后所形成的一种胶冻状物质。在难愈性创面治疗领域,PRG应用广泛,能够有效促进创面愈合,降低细菌感染发生率。对PRG进行离心处理后,其上层液体即为富血小板凝胶上清液(Platelet-rich gel supernatant,PRGS)。PRGS富含血小板α颗粒释放的抗菌肽、细胞因子及生长因子,在感染性创面治疗中具有潜在应用价值。目前关于PRP及其衍生物的研究多聚焦于组织修复机制,然而关于其抑菌效能的系统研究仍存在不足。鉴于...",10.27959/d.cnki.ggnyx.2025.000031,,,,,R45,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF5P2Bnru0354Dk7kYAVobNu8YDbDA70NbhOEQFopwRVYT3ETgaOM1PXh6czk4G5T4YO2_0LN31QBFVvwm1qk5GGiMMlpwUy2QnII7d83N0OUrczkSnNSRbFH7_5tlUBkZ65mDOYOQ0onRpgOCul3kSFoTMdmmZhCktjwtTYwH6negLL0iZFadfG&uniplatform=NZKPT&language=CHS,99f5e82491d9
基于CiteSpace的数字疗法效果研究文献可视化分析,回振杰1 ; 陈卉2 ; 1.首都医科大学基础医学院 ; 2.首都医科大学生物医学工程学院,,中国医药导报,2025,,,,数字疗法 ; 效果研究 ; 可视化分析 ; 文献计量学,目的 分析数字疗法效果研究的热点及发展趋势。方法 系统检索Pub Med和Web of Science核心合集数据库及中国知网和万方数据知识服务平台于2005年1月至2024年12月收录的数字疗法效果研究的相关文献，利用Cite Space 6.3.R3软件对发文量、国家、作者、关键词进行可视化分析。结果 检索文献1 594篇，纳入研究407篇，文献发文量整体呈上升趋势。发文最多的国家是美国（201篇），发文最多的作者是Molinos Maria和Lains Jorge（均6篇）。排名前3位的高频关键词是behavioral sciences、digital health和neurosciences&neurology。发现9个关键词聚类，突现强度最大的关键词是physical therapy。结论 数字疗法效果研究逐渐受到关注，其中认知行为疗法为该领域的研究热点，移动应用程序、物理治疗和处方数字疗法在未来应多加关注。,10.20047/j.issn1673-7210.2025.13.09,,,,,R45,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF5P2Bnru0354Dk7kYAVobNuznplLZFw48itG1gxRrk65y5D0H7TM2dTkEPSYsolK6yvVykUiqCx5H4N2XBGpTkKLJRZseTJkFp_6zyGPGBPzDuwFMli1bIVQL6FO9XJ1zIktPAwDtxtiDgq5MM5UFCYAPTOmOx7AkihtcqQrGZFyA==&uniplatform=NZKPT&language=CHS,73b53128eaa9
护患治疗性互动量表的汉化及其心理测量学评价,亢子凤 ; 卢静 ; 孙国珍 ; 王琳 ; 高敏 ; 王琴 ; 南京医科大学第一附属医院,,护理研究,2026,,,,护理人员 ; 治疗性互动 ; 经典测量理论 ; 多维项目反映理论 ; 量表汉化 ; 信度 ; 效度,目的:汉化护患治疗性互动量表，并检验其心理测量学特性。方法:基于改良版Brislin翻译模型，对护患治疗性互动量表进行翻译，经文化调适、预调查后形成中文版护患治疗性互动量表。采用便利抽样法，选取2025年9月—10月江苏省三级甲等医院的549名护理人员作为研究对象，基于经典测量理论对量表进行信效度检验，并结合多维项目反应理论分析条目区分度、难度参数及项目信息函数，以全面评价量表的心理测量学特性。结果:文化调适中中文版护患治疗性互动量表条目水平内容效度指数为0.667～1.000，平均量表水平内容效度指数为0.908。探索性因子分析共提取3个公因子，共17个条目，累计方差贡献率为74.503%。多维项目反应理论分析剔除1个条目，结果显示，各条目区分度参数为2.516～21.805，项目难度参数为-3.217～0.401，量表在低中治疗性互动水平区间提供较高的测量信息。多维项目反应理论分析后，量表总体Cronbach's α系数为0.981，折半信度为0.972。验证性因子分析显示外部验证模型拟合好。结论:中文版治疗性互动量表的区分度、信效度良好，难度偏低，能够有效测量临床护理人员治疗性互...,,,,"国家自然科学基金青年基金培育计划项目,编号:PY202406；",,R47,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF4jl_IKJM5LC6a5LW27n9lHcS0XR_xXwVPSlKskehEPTXHsuZyLQoZC-H04EX7j0zRlgh-dLMQvyONUCF3xc8eXqabvU61vSaeJv6nn2wx_GDfPkNs6sC0ToOUln3hXl3JHF7a4NfmXadCBMOZESkVy6pDbRq8eIbTMhMkg9xPhNA==&uniplatform=NZKPT&language=CHS,d689db1c6f01
基于福格行为模型的非亲属捐赠者造血干细胞捐献行为动因质性研究,"胡期1,2 ; 刘渌如2 ; 卢其玲3 ; 胡海珍1 ; 肖丹1 ; 邹德凤4 ; 方亮1 ; 1.南昌大学第二附属医院 ; 2.南昌大学江西医学院护理学院 ; 3.江西省人民医院 ; 4.南昌大学第四附属医院",,护理研究,2026,,,,福格行为模型(FBM) ; 异基因造血干细胞移植 ; 非亲属捐赠者(URDs) ; 利他主义 ; 质性研究 ; 护理,目的:基于福格行为模型探究非亲属捐赠者（URDs）的造血干细胞捐献行为影响因素，为提升捐献意愿提供参考。方法:采用目的抽样法，选取2024年12月—2025年7月在南昌市某三级甲等医院捐献造血干细胞的14名URDs为研究对象，对其进行半结构式访谈，并采用描述性质性研究方法和定向内容分析法进行资料分析。结果:共提取3个主题及10个亚主题，包括捐献初始动因（成长环境、生命至上、代价可控、益处感知）、捐献行为能力（身体支配权、医疗风险重构、科学辨别信息）、社会情境提示（献血行为的推动、情景触发恻隐心、低概率匹配的病人期待）。结论:URDs的造血干细胞捐献行为由初始动机、自主能力、场域提示要素协同驱动。医护人员与红十字会工作人员可通过生命教育、风险评估支持、社会提示网络构建完善捐献支持系统，促进URDs的捐献行为。,,,,,,R47,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF4GcHhyuX4oU9WFPj_zDJxtDi9pU1taNT5wjLvHHb6kEropQzrzw71DQdFU6kA_-BIatwbWGhkFln7uaKS1Uf7oduvHO7PrbGYq_WLFr57eiqdS1e7Bk7xBxVYJjDh_tcrf-eE9GknNbya0WgxT0afGbgtwIU2ayo6QSrB8DXO_dg==&uniplatform=NZKPT&language=CHS,7f7ab541360e
生态瞬时评估在饮食失误管理中应用的范围综述,黄佳莉1 ; 何杨1 ; 班贵兰1 ; 王春莲2 ; 刘静兰1 ; 邓红艳1 ; 1.三峡大学第一临床医学院/宜昌市中心人民医院 ; 2.成都市成华区第七人民医院,,护理研究,2026,,,,生态瞬时评估(EMA) ; 饮食失误 ; 体重管理 ; 精准干预 ; 移动健康,目的:系统整合生态瞬时评估（EMA）应用于饮食失误管理的研究成果。方法:检索中国知网、万方数据库、维普数据库、PubMed、Web of Science、Cochrane Library、EMbase、CINAHL数据库关于EMA在饮食失误管理中应用的相关文献，检索时限为建库至2025年10月30日，由2名研究人员筛选文献并提取数据。结果:最终纳入22篇文献，研究主要集中于欧美国家，样本以超重或肥胖减重人群为主，部分延伸至糖尿病病人。EMA数据采集以智能手机应用程序为主要工具，采用半随机提示、固定提示等方式，监测周期为3～84 d，每日提示以6次居多。负性情绪是饮食失误的主要心理诱因，社交环境、饥饿感等也会影响失误发生。EMA应用的参与率为62.9%～100.0%，用户对EMA接受度良好，但存在方法学标准化不足、长期监测易致疲劳等问题。结论:EMA具有实时性、生态化优势，在揭示饮食失误触发机制、指导个性化干预方面具有重要价值，且具备较好的应用可行性。未来需推动方法学标准化建设，加强技术融合与特殊人群研究，促进其从研究工具向临床常规干预手段转化。,,,,"宜昌市科技创新基金项目,编号:A24-2-017；",,R47,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF5ykCqIl4sGbAJ-NctFbuizlJ_s3VcuoCmU0ryduX_Ze1oljrnaZ1_OSxCoWHFpJDam7aEoT-NlEnoHyreyBF2lN9fCV7vFEI3dqLltM5ipf9HBfs9JVjy82jI3ZqsLoJMuH7BCo3SHZiNukNcgBGnKC0XE1N71Mx3rqW2JL-LDkw==&uniplatform=NZKPT&language=CHS,7ae848651727
澳门多元文化护理伦理规范建设的质性研究,"高雅1,2 ; 罗志民1 ; 1.澳门理工大学 ; 2.商洛学院",,护理研究,2026,,,,护士伦理守则 ; 护理伦理规范 ; 病人权益 ; 文化适应性 ; 跨文化护理 ; 伦理决策框架 ; 质性研究,目的:探讨澳门多元文化背景下护理伦理守则制定的必要性与需求，为护理伦理规范建设提供科学依据。方法:采用现象学研究方法，结合利益相关者理论，于2022年3月—4月通过立意抽样法选取澳门地区23名不同背景的护理利益相关者（临床护士7人，护理管理者3人，护理教育者6人，护理专业学生5人，医生2人）进行半结构式书面访谈。数据采用Colaizzi 7步法和Nvivo 15软件进行主题分析。结果:共提取2个主题和7个亚主题，即编制澳门护士伦理守则的重要性（临床决策的标准化功能、病人权益的制度化保障、跨专业协作的伦理框架功能、专业形象的质量杠杆作用）和澳门护士伦理守则应满足的需求（守则内容的规范化需求、文化敏感性的整合需求、利益相关方的参与需求）。结论:制定系统化、专业化的澳门护士伦理守则可有效规范护理行为、保障病人权益、提升护理质量，也可为全球多元文化地区的伦理规范建设提供参考。,,,,,,R47,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF5ykCqIl4sGbAJ-NctFbuizlJ_s3VcuoCmU0ryduX_Ze1oljrnaZ1_OLSv9s3-ZfKgjCPxoss1DV2mv3g_rZ1XaLnzLUFS2jTfcaMNhT_51fd2rUGS4fFB__waj8i2dPwRH3NoSmLBGL7mJf4nWjqwF2p_S7JWcz_DBlKPt_vPPLw==&uniplatform=NZKPT&language=CHS,fc47c113c147
组织支持感通过自我效能感促进急诊科护士工作重塑的中介效应分析,方鹏 ; 刘忠涛 ; 高云霄 ; 曹芳 ; 李晶晶 ; 贺文静 ; 清华大学北京清华长庚医院,,职业与健康,2026,,,,护士 ; 组织支持感 ; 自我效能感 ; 工作重塑 ; 中介效应 ; 急诊科,"目的 了解急诊科护士组织支持感、自我效能感与工作重塑的内在作用机制，分析其相互之间影响因素及作用路径，以期为急诊护理团队管理提供参考依据。方法 2025年3—5月，采用便利抽样法选取北京市6所三级医院397名急诊科护士为调查对象。通过组织支持感量表、一般自我效能感量表和工作重塑量表进行横断面调查，并对数据进行分析。结果 397名急诊科护士的组织支持感总分[M(P25,P75)]为50.00（41.00,63.00）分，自我效能感总分为34.00（27.00,40.00）分，工作重塑总分为74.00（61.00,84.00）分。组织支持感与自我效能感、工作重塑均呈正相关（r=0.177、0.341，均P<0.01）；自我效能感与工作重塑（r=0.289,P<0.01）亦呈正相关。“组织支持感→自我效能感→工作重塑”的中介路径成立（β=0.044,P<0.05），占总效应的12.90%。结论 自我效能感在组织支持感与工作重塑之间起部分中介作用。提示护理管理者可从组织支持与个体赋能两方面入手，通过优化支持性管理策略与开展针对性赋能...",10.13329/j.cnki.zyyjk.2026.0478,,,,,R47,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF48vozxuWiLbETije2S4dToVVn1nh4IypfhNGnRYWHXr4yf1RomIic9mRFa3Wd6_7PWBi6Irv2b0qYrTy6gGusZneh6bkf9ASlVCEGZ1ywmxf862PYlv419uKheX2rTCKAIAXdblHJjNOuE7VBVnKMM6o5Xn_QPlKjN1dt-skSxoA==&uniplatform=NZKPT&language=CHS,7a4ef2421ae9
多元文化视域下护理文化胜任力评价工具的研究进展,王淑芳 ; 柴倩文 ; 天津医科大学总医院空港医院,,天津护理,2026,,,,文化胜任力 ; 护理 ; 多元文化 ; 评价工具,随着全球化进程加速与人口结构多元化发展，护理领域面临的文化多样性挑战日益凸显。文化胜任力作为保障医疗公平和护理质量的核心能力，其科学评价体系构建成为护理教育与实践的关键环节。本文对国内外护理文化胜任力评价工具的发展脉络以及评价工具在本土化实践中的发展瓶颈进行综述，结合数字技术革新提出未来发展方向，以期为推进中国本土化的护理文化胜任力评价工具研究提供参考依据。,,,,天津市滨海新区卫生健康委科技项目（2023BWKY023）；,,R47,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF48vozxuWiLbETije2S4dToVVn1nh4IypfwlQI_iA8dCBtzWLGbzkWOyT4yCkDe627DqvrldwSXzMYcp9tGpgeOBl_CEU3MhDTTvxRLU6ekW56yhifJK4xuK9Y6rZLNGwHODO86bZJD5fLH2mUGZh0fDj2raK7moof_TpYE743BwQ==&uniplatform=NZKPT&language=CHS,b03017951f8a
复用医疗器械可视化信息追溯系统研究现状,霍旭1 ; 史宇红1 ; 孟广娴2 ; 谢玮1 ; 刘靖1 ; 马颖1 ; 1.天津市眼科医院 ; 2.天津市天津医院,,天津护理,2026,,,,复用医疗器械 ; 信息追溯系统 ; 研究现状,可视化复用医疗器械信息追溯系统是一款可以实现对复用医疗器械进行全流程跟踪记录和信息读取的数字化管理软件，在信息追溯系统的帮助下消毒供应中心对可重复医疗器械的处理流程进行全面、灵活、实时和数字化的管理，提高了消毒灭菌工作的专业化水平。现对复用医疗器械可视化追溯系统的护理管理优势、研究现状、现阶段存在的不足等方面进行综述，以期为可视化追溯系统的推广应用提供参考。,,,,,,R47,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF5J7IYf1IPAkhyT6g8YTFI0lGW2dDrRd0xmFGi0jFbQIUQWXhbGvDThm1cp3OeMYiFm6ukTj-lXoyNau6GCVN6ivZoi-1T2qF2Clr89vDSp3tIwqYNi6etVOwwXqtZ-JROs4C2X14VkaZITfHHH9VL7UEjhyfi6ESKrEfRFW62QdA==&uniplatform=NZKPT&language=CHS,908780de0289
民营医院职场排斥对护士自我损耗与知识隐藏行为的影响,吴容婵1 ; 邓伶2 ; 张语2 ; 李静茹2 ; 1.湖南农业大学商学院 ; 2.中南大学湘雅护理学院,,中国临床护理,2026,,,,职场排斥 ; 民营医院 ; 护士 ; 自我损耗 ; 知识隐藏,"目的 探讨民营医院职场排斥对护士自我损耗和知识隐藏行为的影响以及可能机制。方法 采用一般资料调查表、职场排斥量表、自我损耗量表及知识隐藏量表进行问卷调查，并运用R 4.5.1进行数据统计分析。结果 民营医院护士职场排斥(β=0.733,P<0.001)和自我损耗(β=0.530,P<0.001)对知识隐藏均有正向预测作用，自我损耗在职场排斥与知识隐藏之间发挥部分中介作用。结论 民营医院职场排斥可能通过自我损耗导致护士知识隐藏行为的发生。医院管理部门应给予护士更多的组织支持和心理关怀，减少自我损耗，从而改善护士的知识隐藏行为，进一步提高组织工作绩效。",,,,,,R47,https://kns.cnki.net/kcms2/article/abstract?v=4Kwr3-EHKF5J7IYf1IPAkhyT6g8YTFI0lGW2dDrRd0zI7ecrNpZ_fX1sB1eQNzKXAobEVKo355DOB1pE-4NLp4fTIUhDNCUKiQ1hdsho1yZfZKzXRbRRejQBEPh6-3zFm6YUiVrzzzNBDSGZDpe6LjhdKZdoyTj9u4NHkNM8VTZnjffyjlItPQ==&uniplatform=NZKPT&language=CHS,a25c0451f337
